SAFRA;RISCO_CIDADE_SERASA;SISTEMA;CANAL_PCO_DECISAO;CANAL_PCO_AJUSTADO;OPERACAO;TP_PEDIDO;DECISAO_ANALISE;REASON_CODE;DS_REASON_CODE;IDENTIFICA_NOVA_ARVORE;IDENTIFICA_GRUPO_MODELO;GALHO_ARVORE;SCORE_HVI3;SCORE_BVS;ADICIONAL_G1_BHV;ADICIONAL_REST;ADICIONAL_G4_BHV;ADICIONAL_G5_BHV;ADICIONAL_HVI4;ADICIONAL_G7_BHV;QTD_PROPOSTA;QTD_APROVADOS;QTD_ALTAS;QTD_FTRA_PARC_OVER_30;QTD_ATRS_PARC_OVER_30;QTD_Infer_Conv;QTD_Infer_fl_atrs_parc_over_30
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R16;;;;63;63;51;55;8;52,85323683;6,403297145
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R17;;;;65;65;61;61;4;54,53111737;6,60657642
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R18;;;;47;47;39;40;5;39,43019256;4,77706295
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R19;;;;55;55;50;50;5;46,14171469;5,590180047
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R20;;;;49;49;37;40;6;41,10807309;4,980342224
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R21;;;;38;38;33;35;5;31,87973015;3,862306215
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R22;;;;30;30;25;25;5;25,16820802;3,049189117
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R23;;;;25;25;24;24;1;20,97350668;2,540990931
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R24;;;;26;26;21;24;6;21,81244695;2,642630568
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;;R25;;;;13;13;13;13;0;10,90622347;1,321315284
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;COM RESTRITIVOS;;;;;20;20;17;17;8;16,77880534;2,032792745
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R02;;;SEM RESTRITIVOS;;;;;501;501;436;443;82;420,3090739;50,92145825
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R01;;;;13;13;12;12;1;11,0475415;1,486709393
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R02;;;;33;33;32;32;0;28,04375919;3,773954612
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R03;;;;35;35;33;33;0;29,74338096;4,002679134
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R04;;;;38;38;35;35;1;32,29281362;4,345765917
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R05;;;;63;63;58;58;2;53,53808573;7,204822442
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R06;;;;51;51;49;49;4;43,34035512;5,83247531
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R07;;;;61;61;59;59;4;51,83846396;6,97609792
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R08;;;;56;56;45;45;3;47,58940954;6,404286615
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R09;;;;58;58;52;53;3;49,28903131;6,633011137
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R10;;;;62;62;57;57;6;52,68827485;7,090460181
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R11;;;;51;51;50;51;6;43,34035512;5,83247531
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R12;;;;62;62;55;55;8;52,68827485;7,090460181
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R13;;;;46;46;43;43;6;39,09130069;5,260664005
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R14;;;;71;71;65;65;6;60,33657281;8,11972053
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R15;;;;58;58;54;55;5;49,28903131;6,633011137
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R16;;;;40;40;35;35;4;33,99243539;4,574490439
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R17;;;;51;51;46;47;7;43,34035512;5,83247531
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R18;;;;40;40;36;36;6;33,99243539;4,574490439
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R19;;;;51;51;45;46;6;43,34035512;5,83247531
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R20;;;;25;25;25;25;3;21,24527212;2,859056525
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R21;;;;40;40;34;34;12;33,99243539;4,574490439
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R22;;;;22;22;20;20;1;18,69583946;2,515969742
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R23;;;;31;31;27;28;9;26,34413742;3,54523009
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R24;;;;21;21;19;19;6;17,84602858;2,401607481
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;;R25;;;;10;10;8;8;1;8,498108846;1,14362261
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;COM RESTRITIVOS;;;;;35;35;28;28;6;29,74338096;4,002679134
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R03;;;SEM RESTRITIVOS;;;;;415;415;356;363;71;352,6715171;47,46033831
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R01;;;;13;13;10;10;0;10,95282573;1,656976439
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R02;;;;42;42;40;40;2;35,38605237;5,353308496
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R03;;;;38;38;37;37;5;32,01595214;4,843469591
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R04;;;;39;39;36;37;3;32,8584772;4,970929317
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R05;;;;67;67;56;57;8;56,44917878;8,539801648
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R06;;;;36;36;33;33;2;30,33090203;4,588550139
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R07;;;;62;62;56;56;3;52,2365535;7,902503017
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R08;;;;48;48;45;45;6;40,44120271;6,118066852
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R09;;;;43;43;40;41;5;36,22857743;5,480768222
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R10;;;;56;56;51;52;5;47,18140316;7,137744661
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R11;;;;62;62;57;57;6;52,2365535;7,902503017
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R12;;;;47;47;41;42;3;39,59867765;5,990607126
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R13;;;;39;39;36;37;6;32,8584772;4,970929317
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R14;;;;64;64;58;60;5;53,92160361;8,157422469
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R15;;;;63;63;55;55;7;53,07907855;8,029962743
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R16;;;;43;43;37;38;1;36,22857743;5,480768222
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R17;;;;54;54;44;44;7;45,49635305;6,882825209
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R18;;;;52;52;46;46;6;43,81130293;6,627905756
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R19;;;;42;42;39;39;8;35,38605237;5,353308496
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R20;;;;29;29;28;28;7;24,43322664;3,696332057
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R21;;;;20;20;16;16;4;16,85050113;2,549194522
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R22;;;;24;24;22;22;2;20,22060135;3,059033426
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R23;;;;25;25;23;24;8;21,06312641;3,186493152
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R24;;;;21;21;19;19;3;17,69302619;2,676654248
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;;R25;;;;2;2;1;1;0;1,685050113;0,254919452
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;COM RESTRITIVOS;;;;;39;39;37;37;6;32,8584772;4,970929317
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R04;;;SEM RESTRITIVOS;;;;;391;391;335;343;72;329,4272971;49,8367529
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R01;;;;14;14;13;13;0;11,82890736;2,006486925
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R02;;;;57;57;50;50;3;48,16055139;8,169268194
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R03;;;;26;26;25;26;3;21,96797081;3,72633286
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R04;;;;37;37;34;35;4;31,26211231;5,302858301
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R05;;;;53;53;43;43;5;44,78086357;7,595986215
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R06;;;;46;46;41;42;4;38,86640989;6,592742753
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R07;;;;63;63;56;56;5;53,23008311;9,029191162
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R08;;;;60;60;56;56;4;50,69531725;8,599229678
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R09;;;;47;47;41;41;4;39,71133185;6,736063248
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R10;;;;63;63;53;53;10;53,23008311;9,029191162
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R11;;;;60;60;49;50;9;50,69531725;8,599229678
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R12;;;;68;68;61;61;4;57,45469289;9,745793635
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R13;;;;44;44;40;40;4;37,17656598;6,306101764
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R14;;;;60;60;55;56;9;50,69531725;8,599229678
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R15;;;;69;69;62;63;5;58,29961484;9,889114129
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R16;;;;42;42;37;37;6;35,48672208;6,019460774
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R17;;;;49;49;46;46;5;41,40117576;7,022704237
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R18;;;;36;36;33;33;6;30,41719035;5,159537807
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R19;;;;40;40;40;40;13;33,79687817;5,732819785
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R20;;;;37;37;33;34;6;31,26211231;5,302858301
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R21;;;;30;30;27;27;10;25,34765863;4,299614839
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R22;;;;19;19;19;19;3;16,05351713;2,723089398
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R23;;;;32;32;29;31;10;27,03750253;4,586255828
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R24;;;;24;24;17;17;3;20,2781269;3,439691871
202512;ALTO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;MO04;G4 - ORIGEM PRE-PAGO SEM DIVIDA;NOVO FLUXO B2C;G4 - PRE PAGO SEM DIVIDA;CINEMINHAS;R05;;;;R25;;;;13;13;13;13;6;10,9839854;1,86316643
