Versão;CLUSTER_GRUPO;CEP_RISCO;DS_MOD_PRC;MOD_PRC;DS_MOD_ADC;MOD_ADC;OFERTA_DIGITAL
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R04;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R04;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R05;5
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R05;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R05;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R06;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R06;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R06;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R07;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R07;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R07;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R08;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R08;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R08;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R09;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R09;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R09;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R10;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R10;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R10;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R11;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R11;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R11;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R12;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R12;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R12;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R13;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R13;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R13;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R14;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R14;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R14;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R15;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R15;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R15;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R16;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R16;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R16;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R17;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R17;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R17;5
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R18;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R18;0
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R18;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R19;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R19;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R19;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R20;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R20;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R20;5
V1805;G5;c.RISCO ALTO;HVI3;R12;G5 - BHV;R99;0
V1805;G5;b.RISCO NEUTRO;HVI3;R12;G5 - BHV;R99;5
V1805;G5;a.RISCO BAIXO;HVI3;R12;G5 - BHV;R99;5
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R01;8
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R01;8
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R01;8
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R02;8
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R02;8
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R02;8
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R03;5
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R03;5
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R03;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R04;5
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R04;5
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R04;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R05;5
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R05;5
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R05;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R06;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R06;5
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R06;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R07;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R07;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R07;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R08;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R08;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R08;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R09;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R09;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R09;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R10;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R10;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R10;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R11;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R11;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R11;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R12;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R12;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R12;5
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R13;0
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R13;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R13;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R14;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R14;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R14;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R15;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R15;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R15;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R16;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R16;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R16;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R17;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R17;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R17;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R18;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R18;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R18;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R19;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R19;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R19;5
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R20;0
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R20;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R20;5
V1805;G5;b.RISCO NEUTRO;HVI3;R13;G5 - BHV;R99;0
V1805;G5;c.RISCO ALTO;HVI3;R13;G5 - BHV;R99;0
V1805;G5;a.RISCO BAIXO;HVI3;R13;G5 - BHV;R99;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R01;8
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R01;8
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R01;8
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R02;8
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R02;8
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R02;8
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R03;5
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R03;5
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R03;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R04;5
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R04;5
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R04;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R05;5
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R05;5
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R05;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R06;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R06;5
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R06;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R07;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R07;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R07;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R08;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R08;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R08;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R09;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R09;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R09;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R10;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R10;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R10;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R11;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R11;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R11;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R12;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R12;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R12;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R13;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R13;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R13;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R14;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R14;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R14;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R15;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R15;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R15;5
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R16;0
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R16;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R16;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R17;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R17;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R17;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R18;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R18;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R18;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R19;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R19;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R19;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R20;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R20;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R20;5
V1805;G5;c.RISCO ALTO;HVI3;R14;G5 - BHV;R99;0
V1805;G5;b.RISCO NEUTRO;HVI3;R14;G5 - BHV;R99;0
V1805;G5;a.RISCO BAIXO;HVI3;R14;G5 - BHV;R99;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R01;8
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R01;8
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R01;8
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R02;8
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R02;8
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R02;8
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R03;5
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R03;5
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R03;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R04;5
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R04;5
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R04;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R05;5
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R05;5
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R05;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R06;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R06;5
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R06;5
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R07;0
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R07;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R07;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R08;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R08;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R08;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R09;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R09;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R09;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R10;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R10;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R10;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R11;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R11;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R11;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R12;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R12;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R12;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R13;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R13;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R13;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R14;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R14;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R14;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R15;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R15;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R15;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R16;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R16;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R16;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R17;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R17;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R17;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R18;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R18;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R18;5
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R19;0
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R19;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R19;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R20;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R20;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R20;5
V1805;G5;c.RISCO ALTO;HVI3;R15;G5 - BHV;R99;0
V1805;G5;b.RISCO NEUTRO;HVI3;R15;G5 - BHV;R99;0
V1805;G5;a.RISCO BAIXO;HVI3;R15;G5 - BHV;R99;5
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R01;8
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R01;8
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R01;8
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R02;8
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R02;8
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R02;8
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R03;5
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R03;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R03;5
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R04;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R04;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R04;5
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R05;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R05;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R05;5
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R06;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R06;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R06;5
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R07;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R07;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R07;5
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R08;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R08;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R08;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R09;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R09;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R09;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R10;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R10;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R10;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R11;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R11;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R11;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R12;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R12;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R12;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R13;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R13;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R13;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R14;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R14;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R14;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R15;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R15;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R15;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R16;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R16;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R16;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R17;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R17;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R17;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R18;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R18;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R18;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R19;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R19;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R19;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R20;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R20;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R20;0
V1805;G5;c.RISCO ALTO;HVI3;R16;G5 - BHV;R99;0
V1805;G5;b.RISCO NEUTRO;HVI3;R16;G5 - BHV;R99;0
V1805;G5;a.RISCO BAIXO;HVI3;R16;G5 - BHV;R99;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R01;8
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R01;8
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R01;8
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R02;8
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R02;8
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R02;8
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R03;5
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R03;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R03;5
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R04;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R04;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R04;5
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R05;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R05;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R05;5
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R06;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R06;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R06;5
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R07;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R07;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R07;5
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R08;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R08;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R08;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R09;0
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R09;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R09;0
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R10;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R10;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R10;0
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R11;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R11;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R11;0
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R12;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R12;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R12;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R13;0
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R13;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R13;0
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R14;0
V1805;G5;b.RISCO NEUTRO;HVI3;R17;G5 - BHV;R14;0
V1805;G5;a.RISCO BAIXO;HVI3;R17;G5 - BHV;R14;0
V1805;G5;c.RISCO ALTO;HVI3;R17;G5 - BHV;R15;0
